"School.Name","City","LAT","LNG","Exemption"
"QUINCY CATHOLIC ACADEMY","QUINCY",42.274734,-71.0263895,0
"SNUG HARBOR","QUINCY",42.2539127,-70.9648422,0
"SQUANTUM ELEMENTARY","QUINCY",42.2973785,-71.0120032,0
"WOLLASTON SCHOOL","QUINCY",42.2632743,-71.0236027,1.9
"ELIZABETH G LYONS ELEMENTARY","RANDOLPH",42.1774183,-71.040524,0
"J F KENNEDY ELEMENTARY","RANDOLPH",42.1661469,-71.0342938,0
"MARGARET L DONOVAN SCHOOL","RANDOLPH",42.1899772,-71.0702361,0
"MARTIN E YOUNG ELEMENTARY","RANDOLPH",42.1528515,-71.0424175,0
"MERRILL ELEMENTARY","RAYNHAM",41.9323989,-71.030636,0.7
"ALICE BARROWS","READING",42.5216213,-71.1240778,0
"BIRCH MEADOW SCHOOL","READING",42.5379984,-71.1132577,0
"J WARREN KILLAM","READING",42.5409277,-71.0903316,0
"JOSHUA EATON","READING",42.5145967,-71.1106582,0
"WOOD END ELEMENTARY","READING",42.551369,-71.1163805,0
"PALMER RIVER ELEMENTARY","REHOBOTH",41.8470056,-71.2393933,3.3
"A C WHELAN ELEMENTARY","REVERE",42.4193889,-71.0200305,0
"ABRAHAM LINCOLN","REVERE",42.4167635,-71.0097726,1.1
"BEACHMONT","REVERE",42.3959305,-70.986994,0
"GARFIELD ELEMENTARY","REVERE",42.4036464,-70.9925628,0
"IMMACULATE CONCEPTION","REVERE",42.406847,-71.009994,0
"PAUL REVERE","REVERE",42.441908,-71.020185,0
"WILLIAM MCKINLEY","REVERE",42.4096712,-71.0146496,0
"ROCHESTER MEMORIAL","ROCHESTER",41.7460073,-70.8668978,4.1
"JEFFERSON ELEMENTARY","ROCKLAND",42.1236412,-70.9105507,1
"ROCKPORT ELEMENTARY","ROCKPORT",42.6509425,-70.6110728,3.1
"CHARLES SUMNER SCHOOL","ROSLINDALE",42.286471,-71.1269097,0
"DENNIS HALEY","ROSLINDALE",42.2865657,-71.1074571,1.5
"EDWARD BROOKE CHARTER SCHOOL","ROSLINDALE",42.2818841,-71.1218834,0
"JOHN PHILBRICK","ROSLINDALE",42.2853995,-71.1177445,0
"PHINEAS BATES","ROSLINDALE",42.2777234,-71.1353662,0
"SACRED HEART","ROSLINDALE",42.2784317,-71.1222742,0
"PINE GROVE","ROWLEY",42.7169949,-70.874446,0
"DAVID A ELLIS","ROXBURY",42.3162,-71.0931,0
"DUDLEY ST NEIGHBORHOOD CHARTER SCHOOL","ROXBURY",42.32364,-71.073134,0
"HIGGINSON SCHOOL","ROXBURY",42.3176454,-71.0920076,0
"HIGGINSON/LEWIS K-8 SCHOOL","ROXBURY",42.3151978,-71.0913748,3
"MAURICE J TOBIN SCHOOL","ROXBURY",42.3329551,-71.0987406,0
"NATHAN HALE SCHOOL","ROXBURY",42.3252277,-71.0911904,0
"RAFAEL HERNANDEZ","ROXBURY",42.3139281,-71.0978417,0
"SAMUEL W MASON SCHOOL","ROXBURY",42.3261079,-71.0713203,0
"NAQUAG ELEMENTARY","RUTLAND",42.3739934,-71.9570237,2.1
"BATES ELEMENTARY","SALEM",42.5348416,-70.9057349,0
"BENTLEY SCHOOL","SALEM",42.5281369,-70.881055,0
"CARLTON SCHOOL","SALEM",42.5317941,-70.8904477,0
"HORACE MANN LABORATORY","SALEM",42.503751,-70.891739,1.7
"NATHANIEL BOWDITCH SCHOOL","SALEM",42.5071406,-70.9092164,1.8
"SALTONSTALL SCHOOL","SALEM",42.5135347,-70.8915567,0
"WITCHCRAFT HEIGHTS","SALEM",42.5163525,-70.9201767,0
"SALISBURY ELEMENTARY","SALISBURY",42.8545618,-70.86707,1.8
"H.T. WING SCHOOL","SANDWICH",41.7521789,-70.4960328,2.1
"OAK RIDGE SCHOOL","SANDWICH",41.7195341,-70.4632034,3.3
"LYNNHURST","SAUGUS",42.4762606,-71.0019014,0
"OAKLANDVALE ELEMENTARY","SAUGUS",42.4651421,-71.0110473,0
"VETERANS MEMORIAL","SAUGUS",42.4542629,-71.0039395,1.4
"CUSHING ELEMENTARY","SCITUATE",42.204439,-70.7680382,2.1
"HATHERLY ELEMENTARY","SCITUATE",42.2154457,-70.7636155,7.9
"JENKINS ELEMENTARY","SCITUATE",42.1905865,-70.7307969,1.7
"WAMPATUCK ELEMENTARY","SCITUATE",42.2098236,-70.7422636,2.4
"GEORGE R MARTIN SCHOOL","SEEKONK",41.7974428,-71.3163932,0
"MILDRED AITKEN SCHOOL","SEEKONK",41.8449355,-71.3345943,0
"COTTAGE ST SCHOOL","SHARON",42.1188763,-71.1723485,3
"EAST ELEMENTARY","SHARON",42.1145913,-71.1481565,0
"HEIGHTS ELEMENTARY","SHARON",42.1206916,-71.1780258,2.4
"UNDERMOUNTAIN ELEMENTARY","SHEFFIELD",42.1099885,-73.3551436,2.2
"BUCKLAND SHELBURNE REGIONAL","SHELBURNE FALLS",42.6089935,-72.7344026,2.6
"PINE HILL","SHERBORN",42.2459301,-71.3614477,0
"LURA WHITE ELEMENTARY","SHIRLEY",42.5437035,-71.6495176,1.6
"BEAL SCHOOL","SHREWSBURY",42.2955565,-71.715725,1.3
"CALVIN COOLIDGE SCHOOL","SHREWSBURY",42.2653319,-71.7486654,8.3
"SPRING STREET SCHOOL","SHREWSBURY",42.3043786,-71.7020966,0
"CHACE STREET SCHOOL","SOMERSET",41.7695425,-71.1286194,0
"NORTH ELEMENTARY","SOMERSET",41.7772744,-71.1466548,3.3
"SOUTH SCHOOL","SOMERSET",41.7369398,-71.1656023,1.9
"ARGENZIANO SCHOOL @ LINCOLN","SOMERVILLE",42.378866,-71.0987821,2.2
"ARTHUR D HEALEY SCHOOL","SOMERVILLE",42.3975844,-71.0953226,0
"BENJAMIN BROWN SCHOOL","SOMERVILLE",42.3973754,-71.1141076,2.5
"CAPUANO EARLY CHILDHOOD CTR","SOMERVILLE",42.3875968,-71.0994968,0
"EAST SOMERVILLE COMMUNITY SCHOOL","SOMERVILLE",42.38595,-71.0865761,0
"JOHN F KENNEDY ELEMENTARY","SOMERVILLE",42.3892128,-71.1156848,0
"ST CATHERINE OF GENOA","SOMERVILLE",42.3870318,-71.1086953,0
"WEST SOMERVILLE NEIGHBORHOOD SCHOOL","SOMERVILLE",42.4062364,-71.126566,0
"WINTER HILL COMMUNITY","SOMERVILLE",42.3917106,-71.0987482,0
"HILL-ROBERTS ELEMENTARY","SOUTH ATTLEBORO",41.9174999,-71.3498,0
"JAMES CONDON","SOUTH BOSTON",42.3380213,-71.0519753,0
"JOSEPH TYNAN","SOUTH BOSTON",42.3346042,-71.0389815,0
"OLIVER H PERRY","SOUTH BOSTON",42.3320424,-71.03005,27.9
"SOUTH BOSTON CATHOLIC ACADEMY","SOUTH BOSTON",42.3360191,-71.0296446,1.4
"ST PETER ACADEMY","SOUTH BOSTON",42.3365863,-71.0499469,3.2
"DEERFIELD ELEMENTARY","SOUTH DEERFIELD",42.480992,-72.60839,6.1
"CENTER SCHOOL","SOUTH EASTON",42.0345094,-71.0993406,0
"SOUTH GRAFTON ELEMENTARY","SOUTH GRAFTON",42.1792207,-71.6956419,0.8
"PLAINS ELEMENTARY","SOUTH HADLEY",42.2261307,-72.5733514,1.4
"CUTLER SCHOOL","SOUTH HAMILTON",42.6209274,-70.8772723,0
"RALPH TALBOT SCHOOL","SOUTH WEYMOUTH",42.1763003,-70.9353245,3.2
"ST FRANCIS XAVIER","SOUTH WEYMOUTH",42.1779321,-70.9478168,0
"THOMAS W HAMILTON SCHOOL","SOUTH WEYMOUTH",42.165925,-70.9356684,0
"STATION AVENUE ELEMENTARY","SOUTH YARMOUTH",41.6802275,-70.1975204,1
"WILLIAM E NORRIS","SOUTHAMPTON",42.241707,-72.724285,5
"MARY E FINN SCHOOL","SOUTHBORO",42.2746413,-71.5339825,1.7
"EASTFORD ROAD","SOUTHBRIDGE",42.0674829,-72.0393503,0.6
"WOODLAND ELEMENTARY","SOUTHWICK",42.0600111,-72.7512931,3.2
"LAKE STREET","SPENCER",42.250254,-71.986883,0
"ALFRED G ZANETTI","SPRINGFIELD",42.120986,-72.587807,2.3
"ALICE BEAL ELEMENTARY","SPRINGFIELD",42.07395,-72.544371,0
"ARTHUR T TALMADGE SCHOOL","SPRINGFIELD",42.0957839,-72.5142865,0
"BRIGHTWOOD SCHOOL","SPRINGFIELD",42.1198957,-72.6149868,2.1
"DRYDEN MEMORIAL SCHOOL","SPRINGFIELD",42.0991531,-72.5436861,0
"EDWARD P BOLAND ELEMENTARY","SPRINGFIELD",42.1200234,-72.5870261,0
"ELIAS BROOKINGS SCHOOL","SPRINGFIELD",42.0986549,-72.5651681,0
"FRANK H FREEDMAN SCHOOL","SPRINGFIELD",42.1092611,-72.5250869,0
"FREDRICK HARRIS SCHOOL","SPRINGFIELD",42.0928088,-72.5353904,0
"GERENA SCHOOL","SPRINGFIELD",42.1187681,-72.6106275,0
"GLENWOOD SCHOOL","SPRINGFIELD",42.1322658,-72.5905643,2.2
"GLICKMAN ELEMENTARY","SPRINGFIELD",42.1142131,-72.5112906,0
"HIRAM L DORMAN SCHOOL","SPRINGFIELD",42.1281495,-72.5395318,0
"HOMER STREET SCHOOL","SPRINGFIELD",42.1130168,-72.5554833,0
"KENSINGTON AVENUE SCHOOL","SPRINGFIELD",42.091118,-72.5615852,2.9
"LIBERTY SCHOOL","SPRINGFIELD",42.1292604,-72.5792552,0
"LINCOLN ELEMENTARY","SPRINGFIELD",42.1198317,-72.6055735,0
"MARTIN LUTHER KING CHARTER SCHOOL","SPRINGFIELD",42.0839523,-72.5362183,0
"MARY M LYNCH SCHOOL","SPRINGFIELD",42.1291011,-72.5105041,0
"MARY M WALSH SCHOOL","SPRINGFIELD",42.11565,-72.4939748,0
"MARY O POTTENGER SCHOOL","SPRINGFIELD",42.13816,-72.5681293,0
"MILTON BRADLEY SCHOOL","SPRINGFIELD",42.1014143,-72.5803428,0
"REBECCA JOHNSON SCHOOL","SPRINGFIELD",42.1130595,-72.5646222,2.4
"SABIS CHARTER SCHOOL","SPRINGFIELD",42.1259342,-72.4848011,0
"SAMUEL BOWLES SCHOOL","SPRINGFIELD",42.1439824,-72.5620325,0
"ST MICHAELS ELEMENTARY","SPRINGFIELD",42.1043282,-72.5845656,0
"SUMNER AVE ELEMENTARY","SPRINGFIELD",42.0822488,-72.5746537,0
"THOMAS M BALLIET SCHOOL","SPRINGFIELD",42.1289854,-72.5274701,0
"WARNER SCHOOL","SPRINGFIELD",42.1404712,-72.4952417,0
"WASHINGTON SCHOOL","SPRINGFIELD",42.0827147,-72.5496001,3.4
"WHITE STREET SCHOOL","SPRINGFIELD",42.090079,-72.5536699,0
"WILLIAM N DEBERRY SCHOOL","SPRINGFIELD",42.1091845,-72.5662792,0
"HOUGHTON SCHOOL","STERLING",42.4134605,-71.7774987,0
"COLONIAL PARK","STONEHAM",42.4684321,-71.0858725,0
"ROBIN HOOD SCHOOL","STONEHAM",42.4934405,-71.107586,1.9
"SOUTH SCHOOL","STONEHAM",42.4734462,-71.1000891,0
"ST PATRICK","STONEHAM",42.4824244,-71.0983039,0
"HELEN HANSEN SCHOOL","STOUGHTON",42.130922,-71.130306,2.2
"JOSEPH H GIBBONS ELEMENTARY","STOUGHTON",42.1229099,-71.1092012,0
"JOSEPH R DAWE ELEMENTARY","STOUGHTON",42.1394971,-71.0913366,3.2
"SOUTH ELEMENTARY","STOUGHTON",42.111372,-71.0832271,0
"WEST ELEMENTARY","STOUGHTON",42.1325143,-71.112789,0
"THE CENTER SCHOOL","STOW",42.4377236,-71.5081795,1.9
"BURGESS ELEMENTARY","STURBRIDGE",42.1139835,-72.095354,2.7
"GENERAL JOHN NIXON SCHOOL","SUDBURY",42.3915211,-71.4028291,0
"ISRAEL LORING SCHOOL","SUDBURY",42.3497377,-71.4075805,1.9
"JOSIAH HAYNES SCHOOL","SUDBURY",42.4150941,-71.414228,1.7
"PETER NOYES","SUDBURY",42.3825881,-71.409105,1.2
"SUTTON ELEMENTARY","SUTTON",42.1431997,-71.7726375,0
"CLARKE SCHOOL","SWAMPSCOTT",42.4748122,-70.9170234,0
"HADLEY ELEMENTARY","SWAMPSCOTT",42.4686165,-70.9159401,0
"STANLEY SCHOOL","SWAMPSCOTT",42.4722302,-70.8975237,0
"GARDNER ELEMENTARY","SWANSEA",41.7237815,-71.2011779,0
"M.G. HOYLE ELEMENTARY","SWANSEA",41.7652656,-71.2408644,2.7
"EDMUND HATCH BENNETT","TAUNTON",41.9030524,-71.1382193,0
"ELIZABETH POLE SCHOOL","TAUNTON",41.9021198,-71.0655442,2.6
"H H GALLIGAN SCHOOL","TAUNTON",41.9007999,-71.1079,0
"HOPEWELL","TAUNTON",41.9199396,-71.0939069,6.1
"JOSEPH C CHAMBERLAIN","TAUNTON",41.9182442,-71.1362585,0
"MULCAHEY ELEMENTARY SCHOOL","TAUNTON",41.900101,-71.0897674,0
"TEMPLETON CENTER ELEMENTARY","TEMPLETON",42.555644,-72.067579,0
"HEATH BROOK","TEWKSBURY",42.5834262,-71.2181129,1.9
"L F DEWING","TEWKSBURY",42.6417303,-71.2470996,1.5
"STEWARD ELEMENTARY","TOPSFIELD",42.6475019,-70.9223377,2.5
"SPAULDING MEMORIAL SCHOOL","TOWNSEND",42.670368,-71.713762,3.2
"HILLCREST ELEMENTARY","TURNERS FALLS",42.6042523,-72.5564777,1.9
"ACADEMY OF NOTRE DAME","TYNGSBORO",42.6704999,-71.4263,0
"TYNGSBORO ELEMENTARY SCHOOL","TYNGSBORO",42.6542771,-71.4452838,1.9
"MEMORIAL SCHOOL","UPTON",42.1704634,-71.6134313,3
"TAFT EARLY LEARNING CENTER","UXBRIDGE",42.0772429,-71.6302532,0.7
"TISBURY ELEMENTARY","VINEYARD HAVEN",41.452647,-70.609781,10.8
"ANGIER SCHOOL","WABAN",42.3265807,-71.232528,0
"ZERVAS SCHOOL","WABAN",42.3270215,-71.2309935,0
"DOLBEARE SCHOOL","WAKEFIELD",42.5185026,-71.0655723,1.2
"DOYLE EARLY CHILDHOOD CENTER","WAKEFIELD",42.5039395,-71.0723391,6.2
"GREENWOOD SCHOOL","WAKEFIELD",42.4809288,-71.064219,0
"ST JOSEPH SCHOOL","WAKEFIELD",42.5008318,-71.0783417,0
"WOODVILLE SCHOOL","WAKEFIELD",42.4979315,-71.0505957,1.4
"BLESSED SACRAMENT","WALPOLE",42.1468,-71.2452,5.9
"ELM ST SCHOOL","WALPOLE",42.1540075,-71.2674419,1.7
"FISHER ELEMENTARY SCHOOL","WALPOLE",42.1417442,-71.2495096,1.3
"DOUGLAS MACARTHUR","WALTHAM",42.404039,-71.2500081,0
"HENRY WHITTEMORE ELEMENTARY","WALTHAM",42.3649238,-71.2296117,1.3
"JAMES FITZGERALD ELEMENTARY","WALTHAM",42.3805924,-71.209654,0
"NORTHEAST SCHOOL","WALTHAM",42.4030648,-71.2238255,2.7
"OUR LADY'S ACADEMY","WALTHAM",42.4087504,-71.2299557,0
"THOMAS R PLYMPTON SCHOOL","WALTHAM",42.3820538,-71.2427041,0
"WILLIAM STANLEY ELEMENTARY","WALTHAM",42.3673647,-71.251826,1.4
"STANLEY M KOZIOL SCHOOL","WARE",42.2518147,-72.2624807,1.1
"JOHN WILLIAM DECAS SCHOOL","WAREHAM",41.7709716,-70.7465404,0.4
"CUNNIFF","WATERTOWN",42.3767013,-71.1992683,0
"HOSMER-EAST","WATERTOWN",42.3672846,-71.1672839,1.1
"JAMES RUSSELL LOWELL","WATERTOWN",42.3769846,-71.1835255,1.3
"CLAYPIT HILL SCHOOL","WAYLAND",42.3731583,-71.3447739,2.7
"HAPPY HOLLOW","WAYLAND",42.3367099,-71.3626183,0
"LOKER SCHOOL","WAYLAND",42.3296466,-71.3469139,0
"PARK AVENUE ELEMENTARY","WEBSTER",42.0540422,-71.8669046,1.3
"EARNEST F UPHAM ELEMENTARY","WELLESLEY",42.296797,-71.2923877,0
"HUNNEWELL","WELLESLEY",42.2955532,-71.2898392,0
"JOHN D HARDY SCHOOL","WELLESLEY",42.3039855,-71.3117243,0
"JOSEPH E FISKE","WELLESLEY",42.3128738,-71.2476769,1.8
"KATHARINE LEE BATES SCHOOL","WELLESLEY",42.3125965,-71.3153356,0
"SCHOFIELD ELEMENTARY","WELLESLEY",42.3205592,-71.2539428,0
"SPRAGUE ELEMENTARY","WELLESLEY",42.304492,-71.2975843,0
"ST JOHN THE EVANGELIST","WELLESLEY",42.3247622,-71.2624398,1.7
"BESSIE BUKER ELEMENTARY","WENHAM",42.6086316,-70.8852602,2.4
"WEST BARNSTABLE ELEMENTARY","WEST BARNSTABLE",41.6987314,-70.3269705,0
"MAJOR EDWARDS ELEMENTARY","WEST BOYLSTON",42.3723552,-71.7869621,0
"SPRING ST SCHOOL","WEST BRIDGEWATER",42.0201005,-71.011155,0
"WEST BROOKFIELD ELEMENTARY","WEST BROOKFIELD",42.238759,-72.1341509,7.9
"EZRA H BAKER","WEST DENNIS",41.6685119,-70.152619,2.2
"DR JOHN C PAGE ELEMENTARY","WEST NEWBURY",42.8085161,-70.9615606,6
"FRANKLIN","WEST NEWTON",42.3500962,-71.1821692,1.3
"PEIRCE","WEST NEWTON",42.320986,-71.2908964,0
"BEETHOVEN","WEST ROXBURY",42.2635282,-71.1558837,0
"HOLY NAME SCHOOL","WEST ROXBURY",42.2883911,-71.1482916,0
"JOYCE KILMER","WEST ROXBURY",42.2718788,-71.162585,0
"LYNDON SCHOOL","WEST ROXBURY",42.2931535,-71.1522752,0
"ST THERESA SCHOOL","WEST ROXBURY",42.2781213,-71.1579923,0
"JOHN ASHLEY","WEST SPRINGFIELD",42.1070383,-72.6203675,1.2
"PHIILIP G COBURN SCHOOL","WEST SPRINGFIELD",42.1070383,-72.6203675,3.2
"ST THOMAS THE APOSTLE","WEST SPRINGFIELD",42.1056907,-72.6410357,0
"WEST TISBURY SCHOOL","WEST TISBURY",41.403136,-70.662105,8.1
"WARREN ELEMENTARY","WEST WARREN",42.19097,-72.2233142,1.6
"MARGUERITE E SMALL ELEMENTARY","WEST YARMOUTH",41.6735674,-70.246088,0
"ANNIE E FALES SCHOOL","WESTBORO",42.2504016,-71.6217628,1.3
"ELISE A HASTINGS SCHOOL","WESTBORO",42.2695216,-71.6161294,0
"J HARDING ARMSTRONG","WESTBORO",42.2698165,-71.6231223,1
"ABNER GIBBS","WESTFIELD",42.1142598,-72.7537049,0
"FRANKLIN AVE SCHOOL","WESTFIELD",42.1292594,-72.7578717,5.6
"HIGHLAND SCHOOL","WESTFIELD",42.1194357,-72.7689676,13.2
"JUNIPER PARK","WESTFIELD",42.1321123,-72.7997128,9.5
"MUNGER HILL ELEMENTARY","WESTFIELD",42.09731,-72.733408,0
"PAPER MILL SCHOOL","WESTFIELD",42.1286593,-72.7040632,1.4
"SOUTHAMPTON ROAD","WESTFIELD",42.1661432,-72.7265309,4.5
"COL JOHN ROBINSON ELEMENTARY","WESTFORD",42.5700914,-71.4642307,3.2
"NABNASSET ELEMENTARY","WESTFORD",42.6089,-71.4218999,0.9
"RITA MILLER ELEMENTARY","WESTFORD",42.6416152,-71.4316151,1
"MEETINGHOUSE ELEMENTARY","WESTMINSTER",42.5442561,-71.9111864,2.7
"COUNTRY ELEMENTARY","WESTON",42.3667625,-71.3031132,0
"WOODLAND","WESTON",42.333374,-71.244301,0
"ALICE A MACOMBER","WESTPORT",41.6526334,-71.082419,0.9
"DEERFIELD SCHOOL","WESTWOOD",42.2262106,-71.2195683,0
"MARTHA JONES SCHOOL","WESTWOOD",42.2001052,-71.2349773,0
"PAUL HANLON","WESTWOOD",42.2265074,-71.1915135,0
"WILLIAM E SHEEHAN SCHOOL","WESTWOOD",42.207584,-71.23625,0
"ACADEMY AVE SCHOOL","WEYMOUTH",42.2206785,-70.9424591,0
"FREDERICK MURPHY SCHOOL","WEYMOUTH",42.2180724,-70.9410356,0
"LAWRENCE W PINGREE","WEYMOUTH",42.2177338,-70.9251932,5
"THOMAS V NASH SCHOOL","WEYMOUTH",42.1862112,-70.9578236,4.9
"WM. SEACH SCHOOL","WEYMOUTH",42.1966941,-70.9441084,0
"NORTHBRIDGE ELEMENTARY SCHOOL","WHITINSVILLE",42.110675,-71.6601167,0.5
"WHITINSVILLE CHRISTIAN SCHOOL","WHITINSVILLE",42.1062076,-71.6536779,8.3
"JOHN H DUVAL SCHOOL","WHITMAN",42.0872459,-70.9174469,1.5
"LOUISE A CONLEY SCHOOL","WHITMAN",42.0837858,-70.9522833,0
"MILE TREE ELEMENTARY","WILBRAHAM",42.1121564,-72.4353561,2.3
"WILLIAMSTOWN ELEMENTARY","WILLIAMSTOWN",42.7156195,-73.1968685,0
"BOUTWELL SCHOOL","WILMINGTON",42.5467555,-71.188433,1
"WILDWOOD SCHOOL","WILMINGTON",42.5507363,-71.1536477,0
"MEMORIAL SCHOOL","WINCHENDON",42.6963492,-72.0400937,1.1
"AMBROSE ELEMENTARY","WINCHESTER",42.4456653,-71.1562702,0
"FRANCIS J MURACO ELEMENTARY","WINCHESTER",42.452303,-71.1369959,0
"LINCOLN ELEMENTARY","WINCHESTER",42.4512529,-71.1346396,0
"LYNCH ELEMENTARY","WINCHESTER",42.4609372,-71.1507347,2.7
"ST MARYS SCHOOL","WINCHESTER",42.4551756,-71.132111,2.3
"VINSON OWEN ELEMENTARY","WINCHESTER",42.4498272,-71.1749754,0
"FORT BANKS ELEMENTARY","WINTHROP",42.3853384,-70.9802877,1.9
"CLYDE REEVES ELEMENTARY","WOBURN",42.4792618,-71.1522765,0
"DANIEL HURLD SCHOOL","WOBURN",42.485095,-71.1667214,0
"GOODYEAR ELEMENTARY","WOBURN",42.4792618,-71.1522765,0
"LINSCOTT-RUMFORD","WOBURN",42.5076724,-71.1617951,0
"MALCOLM WHITE ELEMENTARY","WOBURN",42.4845937,-71.1416541,1.7
"MARY D ALTAVESTA","WOBURN",42.5138909,-71.1623043,0
"SHAMROCK","WOBURN",42.5016723,-71.1880631,0
"WYMAN SCHOOL","WOBURN",42.4920393,-71.1533878,0
"ABBY KELLEY FOSTER REG CHARTER SCH","WORCESTER",42.2625932,-71.8022934,0
"BELMONT ST COMMUNITY","WORCESTER",42.2719703,-71.7878093,0
"BURNCOAT STREET","WORCESTER",42.312154,-71.7891407,0
"CANTERBURY ST SCHOOL","WORCESTER",42.2464821,-71.8342384,1.6
"CHANDLER ELEM. COMMUNITY SCHOOL","WORCESTER",42.2602397,-71.8107725,0
"CHANDLER MAGNET","WORCESTER",42.2708773,-71.8427947,1.3
"CITY VIEW ELEMENTARY","WORCESTER",42.2664091,-71.7906594,0
"CLARK ST ELEMENTARY","WORCESTER",42.3122571,-71.7723703,0
"COLUMBUS PARK PREP ACADEMY","WORCESTER",42.2625932,-71.8022934,0
"ELM PARK COMMUNITY","WORCESTER",42.2690657,-71.8073065,0
"F J MCGRATH ELEMENTARY","WORCESTER",42.2851289,-71.812848,0
"FLAGG STREET SCHOOL","WORCESTER",42.2625932,-71.8022934,0
"GATES LANE","WORCESTER",42.247227,-71.843523,2.1
"GODDARD SCHOOL OF SCIENCE & TECH","WORCESTER",42.2625932,-71.8022934,0
"GRAFTON STREET","WORCESTER",42.2503495,-71.7699033,0
"HEARD STREET SCHOOL","WORCESTER",42.2313713,-71.8434071,0
"JACOB HIATT MAGNET SCHOOL","WORCESTER",42.2570485,-71.8105498,0
"LAKE VIEW","WORCESTER",42.2667601,-71.759237,0
"LINCOLN STREET","WORCESTER",42.2908536,-71.7833598,0
"MAY STREET","WORCESTER",42.2618432,-71.8347915,2
"MIDLAND STREET","WORCESTER",42.271734,-71.827973,2.4
"NELSON PLACE","WORCESTER",42.295154,-71.823004,0
"NORRBACK AVENUE","WORCESTER",42.328366,-71.794187,0
"QUINSIGAMOND STREET SCHOOL","WORCESTER",42.1900156,-71.761467,0.9
"RICE SQUARE","WORCESTER",42.2479303,-71.7771215,1.7
"ROOSEVELT SCHOOL","WORCESTER",42.2431935,-71.7571411,1
"SEVEN HILLS CHARTER SCHOOL","WORCESTER",42.26555,-71.789637,0
"ST PETER CENTRAL CATHOLIC","WORCESTER",42.3064162,-71.8241937,0
"TATNUCK ELEMENTARY","WORCESTER",42.2787785,-71.8509377,1.7
"THORNDYKE ROAD","WORCESTER",42.3022909,-71.7872703,1.9
"UNION HILL","WORCESTER",42.2531218,-71.7889374,0
"VENERINI ACADEMY","WORCESTER",42.2698392,-71.7916407,0
"VERNON HILL","WORCESTER",42.2445457,-71.794868,1.2
"WEST TATNUCK","WORCESTER",42.2819371,-71.8630625,0
"WOODLAND ACADEMY","WORCESTER",42.2545404,-71.8185369,0.9
"WORCESTER ARTS MAGNET SCHOOL","WORCESTER",42.3039306,-71.7751377,0
"DELANEY SCHOOL","WRENTHAM",42.060569,-71.3259194,0.9
